|winter|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|0.00000|0.00000|0.00000|0.00000|34.20000|8.30000|0.00000|
|spring|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|1.40000|7.60000|4.80000|1.90000|6.70000|0.00000|2.10000|
|autumn|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|3.30000|53.60000|1.90000|0.00000|0.00000|0.00000|9.70000|
|spring|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|3.10000|41.00000|18.90000|0.00000|1.40000|0.00000|1.40000|
|autumn|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|9.20000|2.90000|7.50000|0.00000|7.50000|4.10000|1.00000|
|winter|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|15.10000|14.60000|1.40000|0.00000|22.50000|12.60000|2.90000|
|summer|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|2.40000|1.20000|3.20000|3.90000|5.80000|6.80000|0.00000|
|autumn|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|18.20000|1.60000|0.00000|0.00000|5.50000|8.70000|0.00000|
|winter|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|25.40000|5.40000|2.50000|0.00000|0.00000|0.00000|0.00000|
|winter|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|17.00000|0.00000|0.00000|2.90000|0.00000|0.00000|1.70000|
|spring|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|16.60000|0.00000|0.00000|0.00000|1.20000|0.00000|6.00000|
|summer|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|32.10000|0.00000|0.00000|0.00000|0.00000|0.00000|1.50000|
|winter|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|43.50000|0.00000|2.10000|0.00000|1.20000|0.00000|2.10000|
|summer|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|31.10000|1.00000|3.40000|0.00000|1.90000|0.00000|4.10000|
|winter|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|52.20000|5.00000|7.80000|0.00000|4.00000|0.00000|0.00000|
|autumn|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|69.90000|0.00000|1.70000|0.00000|0.00000|0.00000|0.00000|
|winter|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|46.20000|0.00000|0.00000|1.20000|0.00000|0.00000|0.00000|
|spring|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|31.80000|0.00000|3.10000|4.80000|7.70000|1.40000|7.20000|
|summer|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|50.60000|0.00000|9.90000|4.30000|3.60000|8.20000|2.20000|
|spring|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|0.00000|0.00000|0.00000|44.60000|0.00000|0.00000|1.40000|
|winter|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|0.00000|0.00000|0.00000|6.80000|6.10000|0.00000|0.00000|
|spring|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|15.50000|0.00000|0.00000|2.30000|0.00000|0.00000|0.00000|
|autumn|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|23.20000|0.00000|0.00000|0.00000|27.60000|11.10000|0.00000|
|winter|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|74.20000|0.00000|0.00000|3.70000|0.00000|0.00000|0.00000|
|spring|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|13.00000|8.60000|1.20000|3.50000|1.20000|1.60000|1.90000|
|summer|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|4.10000|0.00000|0.00000|0.00000|9.20000|10.10000|0.00000|
|winter|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|29.70000|0.00000|0.00000|4.90000|0.00000|0.00000|0.00000|
|autumn|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|30.30000|1.90000|0.00000|0.00000|2.10000|1.40000|2.10000|
|winter|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|17.10000|0.00000|19.60000|0.00000|0.00000|0.00000|2.50000|
|spring|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|33.90000|1.00000|14.60000|0.00000|0.00000|0.00000|0.00000|
|autumn|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|3.40000|16.00000|1.20000|0.00000|15.30000|15.80000|0.00000|
|winter|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|6.90000|17.10000|20.20000|0.00000|4.00000|0.00000|2.90000|
|summer|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|0.00000|8.00000|1.90000|0.00000|11.20000|42.70000|1.20000|
|autumn|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|13.60000|9.10000|0.00000|0.00000|1.40000|0.00000|0.00000|
|winter|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|5.30000|40.70000|3.30000|0.00000|0.00000|0.00000|1.90000|
|summer|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|18.30000|12.40000|1.00000|0.00000|0.00000|0.00000|1.00000|
|winter|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|66.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
|spring|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|75.80000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
|winter|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|2.00000|38.50000|4.10000|2.20000|0.00000|0.00000|10.20000|
|spring|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|2.20000|2.70000|1.00000|3.70000|2.70000|0.00000|0.00000|
|winter|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|0.00000|5.90000|10.60000|1.70000|0.00000|0.00000|7.10000|
|summer|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|0.00000|0.00000|0.00000|5.70000|11.30000|17.00000|1.60000|
|winter|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|0.00000|40.90000|7.50000|0.00000|2.40000|1.50000|0.00000|
|spring|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|4.10000|3.10000|0.00000|0.00000|19.70000|17.00000|0.00000|
|winter|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|51.80000|4.10000|0.00000|0.00000|3.10000|5.50000|0.00000|
|spring|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|29.50000|1.00000|2.70000|3.20000|2.90000|9.60000|0.00000|
|autumn|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|54.40000|3.40000|1.20000|0.00000|18.70000|2.00000|0.00000|
|winter|small|low|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|35.50000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
|spring|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|89.80000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
|autumn|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|24.80000|7.40000|0.00000|2.50000|10.60000|17.10000|3.20000|
|winter|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|0.00000|0.00000|0.00000|4.60000|1.20000|0.00000|3.90000|
|summer|small|medium|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|39.10000|0.00000|1.20000|2.20000|5.40000|1.50000|3.20000|
|winter|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|81.90000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
|spring|small|high|8.00000|9.80000|60.80000|6.23800|578.00000|105.00000|170.00000|50.00000|54.00000|0.00000|0.00000|2.40000|0.00000|0.00000|0.00000|
